CACZAD010000010.1_cluster_1	GCF0000001
CAJXTK010000189.1_cluster_1	GCF0051741
CAJXTP010000124.1_cluster_1	GCF0051742
CAJXUH010000005.1_cluster_1	GCF0051743
CAJXVQ010000271.1_cluster_1	GCF0051744
CAJXVR010000057.1_cluster_1	GCF0051745
CAJXVS010000001.1_cluster_1	GCF0051746
CAJXWY010000025.1_cluster_1	GCF0051747
CAJXXA010000004.1_cluster_1	GCF0051748
CAJXYK010000001.1_cluster_2	GCF0051749
CAJXYU010000001.1_cluster_1	GCF0051750
CAJXYX010000013.1_cluster_1	GCF0051751
CAJXYX010000028.1_cluster_1	GCF0051752
CAJYAN010000001.1_cluster_1	GCF0051753
CAJYBN010000103.1_cluster_1	GCF0051754
CAJYIS010000054.1_cluster_1	GCF0051755
CAJYNE010000009.1_cluster_1	GCF0051756
CALJ01000087.1_cluster_1	GCF0051757
CALJ01000283.1_cluster_1	GCF0051758
CALJ01000284.1_cluster_1	GCF0051759
CALJ01000294.1_cluster_1	GCF0051760
CAOC01000113.1_cluster_1	GCF0051761
CAOC01000193.1_cluster_1	GCF0051762
CAVK010000217.1_cluster_1	GCF0051763
CBLU010000010.1_cluster_1	GCF0051764
CBQR020000171.1_cluster_1	GCF0051765
CBVJ010000005.1_cluster_1	GCF0051766
CBVJ010000006.1_cluster_1	GCF0051767
CCSC01000002.1_cluster_1	GCF0051768
CCVW01000001.1_cluster_1	GCF0051769
CCVW01000003.1_cluster_1	GCF0051770
CCXQ01000012.1_cluster_1	GCF0051771
CDRZ01000171.1_cluster_1	GCF0051772
CEHK01000054.1_cluster_1	GCF0051773
CHRW01000046.1_cluster_1	GCF0051774
CM000736.1_cluster_14	GCF0051775
CM000736.1_cluster_7	GCF0051776
CM001438.1_cluster_1	GCF0051777
CM001489.1_cluster_24	GCF0051778
CM001841.1_cluster_3	GCF0051779
CM002551.1_cluster_3	GCF0051780
CM009578.1_cluster_3	GCF0051781
CP000113.1_cluster_3	GCF0051782
CP000155.1_cluster_10	GCF0051783
CP000230.1_cluster_3	GCF0051784
CP000230.1_cluster_9	GCF0051785
CP000251.1_cluster_4	GCF0051786
CP000282.1_cluster_1	GCF0051787
CP000302.1_cluster_13	GCF0051788
CP000386.1_cluster_2	GCF0051789
CP000482.1_cluster_3	GCF0051790
CP000554.1_cluster_3	GCF0051791
CP000698.1_cluster_2	GCF0051792
CP000747.1_cluster_4	GCF0051793
CP000804.1_cluster_4	GCF0051794
CP000834.1_cluster_2	GCF0051795
CP000910.1_cluster_2	GCF0051796
CP000910.1_cluster_5	GCF0051797
CP000975.1_cluster_2	GCF0051798
CP001055.1_cluster_1	GCF0051799
CP001390.1_cluster_5	GCF0051800
CP001619.1_cluster_1	GCF0051801
CP001631.1_cluster_1	GCF0051802
CP001700.1_cluster_13	GCF0051803
CP001700.1_cluster_28	GCF0051804
CP001720.1_cluster_2	GCF0051805
CP001737.1_cluster_1	GCF0051806
CP001769.1_cluster_7	GCF0051807
CP001804.1_cluster_21	GCF0051808
CP001804.1_cluster_8	GCF0051809
CP001804.1_cluster_9	GCF0051810
CP001816.1_cluster_1	GCF0051811
CP001825.1_cluster_1	GCF0051812
CP001826.1_cluster_1	GCF0051813
CP001854.1_cluster_1	GCF0051814
CP001998.1_cluster_1	GCF0051815
CP002042.1_cluster_1	GCF0051816
CP002105.1_cluster_1	GCF0051817
CP002160.1_cluster_6	GCF0051818
CP002160.1_cluster_7	GCF0051819
CP002305.1_cluster_4	GCF0051820
CP002353.1_cluster_5	GCF0051821
CP002431.1_cluster_1	GCF0051822
CP002433.1_cluster_2	GCF0051823
CP002467.1_cluster_2	GCF0051824
CP002467.1_cluster_4	GCF0051825
CP002547.1_cluster_1	GCF0051826
CP002583.1_cluster_2	GCF0051827
CP002629.1_cluster_2	GCF0051828
CP002659.1_cluster_1	GCF0051829
CP002696.1_cluster_1	GCF0051830
CP002745.1_cluster_8	GCF0051831
CP002771.1_cluster_4	GCF0051832
CP002831.1_cluster_1	GCF0051833
CP002902.1_cluster_1	GCF0051834
CP003065.1_cluster_2	GCF0051835
CP003065.1_cluster_6	GCF0051836
CP003079.1_cluster_1	GCF0051837
CP003179.1_cluster_1	GCF0051838
CP003235.1_cluster_6	GCF0051839
CP003259.1_cluster_12	GCF0051840
CP003379.1_cluster_4	GCF0051841
CP003422.2_cluster_2	GCF0051842
CP003587.1_cluster_3	GCF0051843
CP003587.1_cluster_5	GCF0051844
CP003630.1_cluster_6	GCF0051845
CP003923.1_cluster_4	GCF0051846
CP003940.1_cluster_1	GCF0051847
CP005083.1_cluster_3	GCF0051848
CP005929.1_cluster_11	GCF0051849
CP005973.1_cluster_3	GCF0051850
CP006272.1_cluster_6	GCF0051851
CP006653.1_cluster_1	GCF0051852
CP006841.1_cluster_1	GCF0051853
CP006939.1_cluster_5	GCF0051854
CP007142.1_cluster_10	GCF0051855
CP007142.1_cluster_17	GCF0051856
CP007142.1_cluster_19	GCF0051857
CP007212.1_cluster_16	GCF0051858
CP007440.1_cluster_6	GCF0051859
CP007452.1_cluster_1	GCF0051860
CP007569.1_cluster_8	GCF0051861
CP007756.1_cluster_2	GCF0051862
CP008762.1_cluster_6	GCF0051863
CP008944.1_cluster_1	GCF0051864
CP008944.1_cluster_2	GCF0051865
CP009066.1_cluster_1	GCF0051866
CP009247.1_cluster_1	GCF0051867
CP009248.1_cluster_4	GCF0051868
CP009278.1_cluster_1	GCF0051869
CP009286.1_cluster_2	GCF0051870
CP010063.1_cluster_1	GCF0051871
CP010427.1_cluster_2	GCF0051872
CP010643.1_cluster_4	GCF0051873
CP010696.1_cluster_3	GCF0051874
CP011040.1_cluster_1	GCF0051875
CP011059.1_cluster_3	GCF0051876
CP011112.1_cluster_5	GCF0051877
CP011125.1_cluster_12	GCF0051878
CP011125.1_cluster_14	GCF0051879
CP011125.1_cluster_3	GCF0051880
CP011125.1_cluster_5	GCF0051881
CP011211.1_cluster_1	GCF0051882
CP011211.1_cluster_2	GCF0051883
CP011268.1_cluster_1	GCF0051884
CP011272.1_cluster_1	GCF0051885
CP011362.2_cluster_1	GCF0051886
CP011371.1_cluster_9	GCF0051887
CP011492.1_cluster_10	GCF0051888
CP011492.1_cluster_6	GCF0051889
CP011797.1_cluster_2	GCF0051890
CP011801.1_cluster_6	GCF0051891
CP011939.1_cluster_4	GCF0051892
CP011971.1_cluster_1	GCF0051893
CP011975.1_cluster_3	GCF0051894
CP012069.2_cluster_2	GCF0051895
CP012156.1_cluster_1	GCF0051896
CP012159.1_cluster_1	GCF0051897
CP012159.1_cluster_14	GCF0051898
CP012159.1_cluster_15	GCF0051899
CP012159.1_cluster_22	GCF0051900
CP012159.1_cluster_28	GCF0051901
CP012159.1_cluster_30	GCF0051902
CP012159.1_cluster_32	GCF0051903
CP012159.1_cluster_35	GCF0051904
CP012159.1_cluster_7	GCF0051905
CP012420.1_cluster_1	GCF0051906
CP012592.1_cluster_1	GCF0051907
CP012669.1_cluster_2	GCF0051908
CP012670.1_cluster_28	GCF0051909
CP012673.1_cluster_25	GCF0051910
CP012673.1_cluster_28	GCF0051911
CP012673.1_cluster_3	GCF0051912
CP012673.1_cluster_33	GCF0051913
CP012673.1_cluster_7	GCF0051914
CP012718.1_cluster_2	GCF0051915
CP012750.1_cluster_1	GCF0051916
CP013189.1_cluster_3	GCF0051917
CP013200.1_cluster_2	GCF0051918
CP013232.1_cluster_1	GCF0051919
CP013655.1_cluster_4	GCF0051920
CP013655.1_cluster_7	GCF0051921
CP014168.1_cluster_4	GCF0051922
CP014230.1_cluster_3	GCF0051923
CP014263.1_cluster_5	GCF0051924
CP014504.1_cluster_6	GCF0051925
CP014942.1_cluster_3	GCF0051926
CP015124.1_cluster_2	GCF0051927
CP015136.1_cluster_1	GCF0051928
CP015136.1_cluster_3	GCF0051929
CP015961.1_cluster_3	GCF0051930
CP015961.1_cluster_6	GCF0051931
CP015992.1_cluster_1	GCF0051932
CP016211.1_cluster_10	GCF0051933
CP016211.1_cluster_20	GCF0051934
CP016211.1_cluster_21	GCF0051935
CP016211.1_cluster_22	GCF0051936
CP016211.1_cluster_23	GCF0051937
CP016211.1_cluster_25	GCF0051938
CP016211.1_cluster_39	GCF0051939
CP016211.1_cluster_40	GCF0051940
CP016211.1_cluster_8	GCF0051941
CP016771.1_cluster_1	GCF0051942
CP016775.1_cluster_1	GCF0051943
CP016793.1_cluster_34	GCF0051944
CP016796.1_cluster_3	GCF0051945
CP016796.1_cluster_4	GCF0051946
CP016908.1_cluster_1	GCF0051947
CP017634.1_cluster_2	GCF0051948
CP017634.1_cluster_3	GCF0051949
CP017708.1_cluster_10	GCF0051950
CP017834.1_cluster_1	GCF0051951
CP017834.1_cluster_3	GCF0051952
CP017938.1_cluster_1	GCF0051953
CP018064.1_cluster_1	GCF0051954
CP018227.1_cluster_1	GCF0051955
CP018477.1_cluster_1	GCF0051956
CP018632.1_cluster_2	GCF0051957
CP018866.1_cluster_3	GCF0051958
CP019169.1_cluster_4	GCF0051959
CP019169.1_cluster_6	GCF0051960
CP019288.1_cluster_3	GCF0051961
CP019312.1_cluster_2	GCF0051962
CP019434.1_cluster_5	GCF0051963
CP019651.1_cluster_2	GCF0051964
CP019699.1_cluster_4	GCF0051965
CP019791.1_cluster_1	GCF0051966
CP019794.1_cluster_12	GCF0051967
CP020038.1_cluster_5	GCF0051968
CP020038.1_cluster_7	GCF0051969
CP020370.1_cluster_4	GCF0051970
CP021425.1_cluster_13	GCF0051971
CP021425.1_cluster_9	GCF0051972
CP021434.1_cluster_9	GCF0051973
CP021442.1_cluster_1	GCF0051974
CP021978.1_cluster_53	GCF0051975
CP022098.1_cluster_23	GCF0051976
CP022098.1_cluster_3	GCF0051977
CP022098.1_cluster_36	GCF0051978
CP022163.1_cluster_3	GCF0051979
CP022163.1_cluster_50	GCF0051980
CP022220.1_cluster_1	GCF0051981
CP022375.1_cluster_2	GCF0051982
CP022657.1_cluster_22	GCF0051983
CP022885.1_cluster_1	GCF0051984
CP022984.1_cluster_1	GCF0051985
CP023189.1_cluster_1	GCF0051986
CP023254.1_cluster_10	GCF0051987
CP023254.1_cluster_29	GCF0051988
CP023254.1_cluster_3	GCF0051989
CP023254.1_cluster_30	GCF0051990
CP023254.1_cluster_32	GCF0051991
CP023254.1_cluster_7	GCF0051992
CP023254.1_cluster_9	GCF0051993
CP023564.1_cluster_2	GCF0051994
CP024200.1_cluster_2	GCF0051995
CP024704.1_cluster_1	GCF0051996
CP024782.1_cluster_1	GCF0051997
CP024846.1_cluster_2	GCF0051998
CP024846.1_cluster_3	GCF0051999
CP024847.1_cluster_1	GCF0052000
CP024923.1_cluster_2	GCF0052001
CP024923.1_cluster_4	GCF0052002
CP024932.1_cluster_2	GCF0052003
CP025019.1_cluster_1	GCF0052004
CP025096.1_cluster_1	GCF0052005
CP025228.1_cluster_2	GCF0052006
CP025394.1_cluster_45	GCF0052007
CP025537.1_cluster_4	GCF0052008
CP025734.1_cluster_2	GCF0052009
CP025828.1_cluster_2	GCF0052010
CP026124.1_cluster_4	GCF0052011
CP026601.1_cluster_1	GCF0052012
CP026652.1_cluster_19	GCF0052013
CP027236.1_cluster_1	GCF0052014
CP027778.1_cluster_4	GCF0052015
CP027860.1_cluster_4	GCF0052016
CP028288.1_cluster_7	GCF0052017
CP028294.1_cluster_2	GCF0052018
CP028897.1_cluster_5	GCF0052019
CP028956.1_cluster_3	GCF0052020
CP029064.1_cluster_3	GCF0052021
CP029064.1_cluster_6	GCF0052022
CP029480.1_cluster_1	GCF0052023
CP029555.1_cluster_1	GCF0052024
CP029758.2_cluster_2	GCF0052025
CP029803.1_cluster_1	GCF0052026
CP029803.1_cluster_3	GCF0052027
CP029822.1_cluster_5	GCF0052028
CP030035.1_cluster_4	GCF0052029
CP030035.1_cluster_5	GCF0052030
CP030158.1_cluster_1	GCF0052031
CP030265.1_cluster_6	GCF0052032
CP030352.1_cluster_4	GCF0052033
CP030354.1_cluster_1	GCF0052034
CP030357.1_cluster_4	GCF0052035
CP030840.1_cluster_10	GCF0052036
CP031153.1_cluster_8	GCF0052037
CP031175.1_cluster_1	GCF0052038
CP031274.1_cluster_2	GCF0052039
CP031417.1_cluster_5	GCF0052040
CP031841.1_cluster_3	GCF0052041
CP031841.1_cluster_6	GCF0052042
CP031969.1_cluster_41	GCF0052043
CP032363.1_cluster_1	GCF0052044
CP032507.1_cluster_11	GCF0052045
CP032507.1_cluster_6	GCF0052046
CP032508.2_cluster_2	GCF0052047
CP032637.1_cluster_1	GCF0052048
CP032762.1_cluster_5	GCF0052049
CP032869.1_cluster_7	GCF0052050
CP033050.1_cluster_1	GCF0052051
CP033070.1_cluster_6	GCF0052052
CP033464.1_cluster_8	GCF0052053
CP033611.1_cluster_2	GCF0052054
CP033917.1_cluster_5	GCF0052055
CP033917.1_cluster_9	GCF0052056
CP033931.1_cluster_6	GCF0052057
CP034118.1_cluster_1	GCF0052058
CP034118.1_cluster_4	GCF0052059
CP034562.1_cluster_4	GCF0052060
CP034564.1_cluster_1	GCF0052061
CP034588.1_cluster_2	GCF0052062
CP034835.1_cluster_1	GCF0052063
CP034929.1_cluster_1	GCF0052064
CP035300.1_cluster_6	GCF0052065
CP035490.1_cluster_15	GCF0052066
CP035758.1_cluster_1	GCF0052067
CP035758.1_cluster_18	GCF0052068
CP035758.1_cluster_21	GCF0052069
CP035758.1_cluster_22	GCF0052070
CP035758.1_cluster_25	GCF0052071
CP035758.1_cluster_35	GCF0052072
CP035758.1_cluster_9	GCF0052073
CP036262.1_cluster_5	GCF0052074
CP036273.1_cluster_7	GCF0052075
CP036273.1_cluster_8	GCF0052076
CP036275.1_cluster_3	GCF0052077
CP036277.1_cluster_4	GCF0052078
CP036278.1_cluster_1	GCF0052079
CP036278.1_cluster_4	GCF0052080
CP036280.1_cluster_1	GCF0052081
CP036281.1_cluster_2	GCF0052082
CP036290.1_cluster_3	GCF0052083
CP036296.1_cluster_2	GCF0052084
CP036296.1_cluster_3	GCF0052085
CP036317.1_cluster_1	GCF0052086
CP036319.1_cluster_6	GCF0052087
CP036339.1_cluster_1	GCF0052088
CP036422.1_cluster_3	GCF0052089
CP036424.1_cluster_1	GCF0052090
CP036432.1_cluster_6	GCF0052091
CP036433.1_cluster_2	GCF0052092
CP036433.1_cluster_3	GCF0052093
CP036456.1_cluster_1	GCF0052094
CP036525.1_cluster_3	GCF0052095
CP036525.1_cluster_4	GCF0052096
CP036526.1_cluster_3	GCF0052097
CP036526.1_cluster_5	GCF0052098
CP037422.1_cluster_2	GCF0052099
CP037918.1_cluster_2	GCF0052100
CP037920.1_cluster_2	GCF0052101
CP037940.1_cluster_1	GCF0052102
CP037940.1_cluster_2	GCF0052103
CP038238.1_cluster_2	GCF0052104
CP038267.1_cluster_2	GCF0052105
CP038618.1_cluster_1	GCF0052106
CP039340.1_cluster_2	GCF0052107
CP039460.1_cluster_1	GCF0052108
CP039704.1_cluster_3	GCF0052109
CP039865.1_cluster_2	GCF0052110
CP040275.1_cluster_1	GCF0052111
CP040411.1_cluster_3	GCF0052112
CP040414.1_cluster_2	GCF0052113
CP040421.1_cluster_1	GCF0052114
CP040439.1_cluster_4	GCF0052115
CP040449.1_cluster_2	GCF0052116
CP041025.1_cluster_1	GCF0052117
CP041025.1_cluster_4	GCF0052118
CP041054.1_cluster_7	GCF0052119
CP041222.1_cluster_1	GCF0052120
CP041244.1_cluster_1	GCF0052121
CP041244.1_cluster_7	GCF0052122
CP041352.1_cluster_3	GCF0052123
CP041352.1_cluster_6	GCF0052124
CP041399.1_cluster_3	GCF0052125
CP041405.1_cluster_3	GCF0052126
CP041660.1_cluster_3	GCF0052127
CP041690.1_cluster_2	GCF0052128
CP041692.1_cluster_1	GCF0052129
CP041696.1_cluster_2	GCF0052130
CP041764.1_cluster_6	GCF0052131
CP042178.1_cluster_6	GCF0052132
CP042325.1_cluster_2	GCF0052133
CP042430.1_cluster_2	GCF0052134
CP042453.1_cluster_1	GCF0052135
CP042596.1_cluster_2	GCF0052136
CP042806.1_cluster_1	GCF0052137
CP042912.1_cluster_2	GCF0052138
CP042912.1_cluster_3	GCF0052139
CP042914.1_cluster_2	GCF0052140
CP042914.1_cluster_3	GCF0052141
CP042914.1_cluster_5	GCF0052142
CP043006.1_cluster_4	GCF0052143
CP043324.1_cluster_4	GCF0052144
CP043547.1_cluster_2	GCF0052145
CP043762.1_cluster_1	GCF0052146
CP044427.1_cluster_3	GCF0052147
CP045031.1_cluster_29	GCF0052148
CP045037.1_cluster_1	GCF0052149
CP045144.1_cluster_4	GCF0052150
CP045178.1_cluster_53	GCF0052151
CP045384.1_cluster_2	GCF0052152
CP045429.1_cluster_7	GCF0052153
CP045508.1_cluster_1	GCF0052154
CP045571.1_cluster_4	GCF0052155
CP045851.1_cluster_2	GCF0052156
CP045997.1_cluster_7	GCF0052157
CP046172.1_cluster_56	GCF0052158
CP046600.1_cluster_10	GCF0052159
CP046911.1_cluster_1	GCF0052160
CP047140.1_cluster_37	GCF0052161
CP047394.1_cluster_3	GCF0052162
CP047409.1_cluster_1	GCF0052163
CP047935.1_cluster_3	GCF0052164
CP047952.1_cluster_5	GCF0052165
CP048104.1_cluster_2	GCF0052166
CP048104.1_cluster_5	GCF0052167
CP048104.1_cluster_8	GCF0052168
CP048268.1_cluster_1	GCF0052169
CP048272.1_cluster_1	GCF0052170
CP048601.1_cluster_2	GCF0052171
CP048630.1_cluster_3	GCF0052172
CP048835.1_cluster_35	GCF0052173
CP049107.1_cluster_3	GCF0052174
CP049143.1_cluster_4	GCF0052175
CP050137.1_cluster_1	GCF0052176
CP050307.1_cluster_11	GCF0052177
CP050497.1_cluster_1	GCF0052178
CP050556.1_cluster_1	GCF0052179
CP050698.1_cluster_3	GCF0052180
CP050890.1_cluster_7	GCF0052181
CP050954.1_cluster_2	GCF0052182
CP051101.1_cluster_3	GCF0052183
CP051130.1_cluster_4	GCF0052184
CP051204.2_cluster_1	GCF0052185
CP051216.1_cluster_1	GCF0052186
CP051229.1_cluster_3	GCF0052187
CP051235.1_cluster_1	GCF0052188
CP051247.1_cluster_1	GCF0052189
CP051428.1_cluster_2	GCF0052190
CP051774.1_cluster_3	GCF0052191
CP053418.1_cluster_7	GCF0052192
CP053555.1_cluster_3	GCF0052193
CP054613.1_cluster_2	GCF0052194
CP054614.1_cluster_1	GCF0052195
CP054923.1_cluster_13	GCF0052196
CP056120.1_cluster_9	GCF0052197
CP058468.1_cluster_2	GCF0052198
CP058471.1_cluster_1	GCF0052199
CP058561.1_cluster_1	GCF0052200
CP058704.1_cluster_1	GCF0052201
CP058704.1_cluster_2	GCF0052202
CP058705.1_cluster_5	GCF0052203
CP058706.1_cluster_1	GCF0052204
CP058707.1_cluster_2	GCF0052205
CP058732.1_cluster_1	GCF0052206
CP058970.1_cluster_1	GCF0052207
CP058987.1_cluster_5	GCF0052208
CP059061.1_cluster_1	GCF0052209
CP059068.1_cluster_3	GCF0052210
CP059069.1_cluster_2	GCF0052211
CP059139.1_cluster_4	GCF0052212
CP059851.1_cluster_1	GCF0052213
CP059888.1_cluster_1	GCF0052214
CP059997.1_cluster_23	GCF0052215
CP060007.1_cluster_2	GCF0052216
CP060436.1_cluster_1	GCF0052217
CP060436.1_cluster_2	GCF0052218
CP060497.1_cluster_3	GCF0052219
CP060506.1_cluster_1	GCF0052220
CP060697.1_cluster_2	GCF0052221
CP060714.1_cluster_2	GCF0052222
CP060789.1_cluster_2	GCF0052223
CP061038.1_cluster_4	GCF0052224
CP061171.1_cluster_7	GCF0052225
CP061310.1_cluster_1	GCF0052226
CP061336.1_cluster_6	GCF0052227
CP061336.1_cluster_7	GCF0052228
CP061800.1_cluster_4	GCF0052229
CP061800.1_cluster_5	GCF0052230
CP061941.1_cluster_2	GCF0052231
CP062222.1_cluster_3	GCF0052232
CP062698.1_cluster_6	GCF0052233
CP062983.1_cluster_5	GCF0052234
CP063380.1_cluster_10	GCF0052235
CP064951.1_cluster_1	GCF0052236
CP064957.1_cluster_1	GCF0052237
CP064960.1_cluster_1	GCF0052238
CP064962.1_cluster_1	GCF0052239
CP064976.1_cluster_1	GCF0052240
CP064980.1_cluster_1	GCF0052241
CP064983.1_cluster_3	GCF0052242
CP064984.1_cluster_1	GCF0052243
CP065001.1_cluster_2	GCF0052244
CP065002.1_cluster_1	GCF0052245
CP065004.1_cluster_1	GCF0052246
CP065004.1_cluster_2	GCF0052247
CP065005.1_cluster_4	GCF0052248
CP065193.1_cluster_1	GCF0052249
CP065944.1_cluster_1	GCF0052250
CP065945.1_cluster_1	GCF0052251
CP066225.1_cluster_1	GCF0052252
CP066776.1_cluster_2	GCF0052253
CP067341.1_cluster_2	GCF0052254
CP067977.1_cluster_1	GCF0052255
CP068012.1_cluster_3	GCF0052256
CP068393.1_cluster_1	GCF0052257
CP068564.1_cluster_1	GCF0052258
CP068987.1_cluster_6	GCF0052259
CP069280.1_cluster_2	GCF0052260
CP069396.1_cluster_52	GCF0052261
CP070351.1_cluster_8	GCF0052262
CP070496.1_cluster_7	GCF0052263
CP070499.1_cluster_11	GCF0052264
CP070499.1_cluster_5	GCF0052265
CP070896.1_cluster_1	GCF0052266
CP070897.1_cluster_11	GCF0052267
CP070897.1_cluster_4	GCF0052268
CP071057.1_cluster_1	GCF0052269
CP071090.1_cluster_12	GCF0052270
CP071518.1_cluster_4	GCF0052271
CP071625.1_cluster_1	GCF0052272
CP071793.1_cluster_1	GCF0052273
CP071793.1_cluster_19	GCF0052274
CP071793.1_cluster_21	GCF0052275
CP071793.1_cluster_22	GCF0052276
CP071793.1_cluster_25	GCF0052277
CP071793.1_cluster_26	GCF0052278
CP071793.1_cluster_30	GCF0052279
CP071793.1_cluster_37	GCF0052280
CP071793.1_cluster_40	GCF0052281
CP071793.1_cluster_41	GCF0052282
CP071793.1_cluster_42	GCF0052283
CP071796.1_cluster_2	GCF0052284
CP071923.1_cluster_2	GCF0052285
CP072386.1_cluster_4	GCF0052286
CP072611.1_cluster_2	GCF0052287
CP072646.1_cluster_3	GCF0052288
CP072646.1_cluster_5	GCF0052289
CP072943.1_cluster_1	GCF0052290
CP073015.1_cluster_2	GCF0052291
CP073315.1_cluster_2	GCF0052292
CP073318.1_cluster_25	GCF0052293
CP073318.1_cluster_43	GCF0052294
CP073365.1_cluster_2	GCF0052295
CP073579.1_cluster_5	GCF0052296
CP073713.1_cluster_2	GCF0052297
CP073766.1_cluster_11	GCF0052298
CP073766.1_cluster_2	GCF0052299
CP074402.1_cluster_12	GCF0052300
CP074570.1_cluster_7	GCF0052301
CP076356.1_cluster_1	GCF0052302
CP076444.1_cluster_10	GCF0052303
CP076444.1_cluster_16	GCF0052304
CP076448.1_cluster_2	GCF0052305
CP076513.1_cluster_2	GCF0052306
CP076718.1_cluster_2	GCF0052307
CP077803.1_cluster_5	GCF0052308
CP079097.1_cluster_2	GCF0052309
CP079103.1_cluster_10	GCF0052310
CP079104.1_cluster_6	GCF0052311
CP079203.1_cluster_5	GCF0052312
CP079215.1_cluster_6	GCF0052313
CP079218.1_cluster_5	GCF0052314
CP079719.1_cluster_1	GCF0052315
CP079862.1_cluster_2	GCF0052316
CP080242.1_cluster_2	GCF0052317
CP080521.1_cluster_7	GCF0052318
CP080545.1_cluster_3	GCF0052319
CP082360.1_cluster_7	GCF0052320
CP082921.1_cluster_2	GCF0052321
CP083581.1_cluster_1	GCF0052322
CTIO01000005.1_cluster_2	GCF0052323
CVTH01000021.1_cluster_1	GCF0052324
CVTV01000062.1_cluster_1	GCF0052325
CYTQ01000003.1_cluster_1	GCF0052326
DAAUQX010000015.1_cluster_1	GCF0052327
DABCWU010000004.1_cluster_1	GCF0052328
DACRBF010000018.1_cluster_1	GCF0052329
DACSDX010000109.1_cluster_1	GCF0052330
DACVOA010000111.1_cluster_1	GCF0052331
DAEIPC010000010.1_cluster_1	GCF0052332
DBEW01000100.1_cluster_1	GCF0052333
DBGM01000049.1_cluster_1	GCF0052334
DBGX01000008.1_cluster_1	GCF0052335
DBGX01000017.1_cluster_1	GCF0052336
DBGX01000020.1_cluster_1	GCF0052337
DBKO01000005.1_cluster_1	GCF0052338
DBKX01000183.1_cluster_1	GCF0052339
DBKX01000199.1_cluster_1	GCF0052340
DBKX01000240.1_cluster_1	GCF0052341
DBKX01000249.1_cluster_1	GCF0052342
DBKX01000326.1_cluster_1	GCF0052343
DBKX01000374.1_cluster_1	GCF0052344
DBKX01000375.1_cluster_1	GCF0052345
DBLJ01000197.1_cluster_1	GCF0052346
DBMI01000037.1_cluster_1	GCF0052347
DBSQ01000038.1_cluster_1	GCF0052348
DBTU01000005.1_cluster_1	GCF0052349
DBTY01000013.1_cluster_1	GCF0052350
DBZJ01000229.1_cluster_1	GCF0052351
DBZJ01000241.1_cluster_1	GCF0052352
DCDO01000005.1_cluster_1	GCF0052353
DCII01000042.1_cluster_1	GCF0052354
DCKR01000395.1_cluster_1	GCF0052355
DCLI01000066.1_cluster_1	GCF0052356
DCQX01000068.1_cluster_1	GCF0052357
DCTS01000080.1_cluster_1	GCF0052358
DCYN01000011.1_cluster_1	GCF0052359
DDCE01000067.1_cluster_1	GCF0052360
DDEG01000044.1_cluster_1	GCF0052361
DDEM01000004.1_cluster_1	GCF0052362
DDPO01000065.1_cluster_1	GCF0052363
DDSR01000004.1_cluster_1	GCF0052364
DDTZ01000208.1_cluster_1	GCF0052365
DDXO01000120.1_cluster_1	GCF0052366
DEBD01000018.1_cluster_1	GCF0052367
DEHQ01000051.1_cluster_1	GCF0052368
DEHQ01000132.1_cluster_1	GCF0052369
DEHS01000024.1_cluster_1	GCF0052370
DEHS01000029.1_cluster_1	GCF0052371
DEII01000200.1_cluster_1	GCF0052372
DEIU01000049.1_cluster_1	GCF0052373
DEIU01000060.1_cluster_1	GCF0052374
DEMH01000014.1_cluster_1	GCF0052375
DFCS01000044.1_cluster_1	GCF0052376
DFCZ01000128.1_cluster_1	GCF0052377
DFDZ01000058.1_cluster_1	GCF0052378
DFES01000107.1_cluster_1	GCF0052379
DFFQ01000172.1_cluster_1	GCF0052380
DFLT01000017.1_cluster_1	GCF0052381
DFQP01000068.1_cluster_1	GCF0052382
DFVX01000047.1_cluster_1	GCF0052383
DFXZ01000010.1_cluster_1	GCF0052384
DGJH01000110.1_cluster_1	GCF0052385
DGMY01000086.1_cluster_1	GCF0052386
DGOR01000099.1_cluster_1	GCF0052387
DGSZ01000095.1_cluster_1	GCF0052388
DGWH01000153.1_cluster_1	GCF0052389
DGYA01000054.1_cluster_1	GCF0052390
DHGG01000008.1_cluster_1	GCF0052391
DHHL01000073.1_cluster_1	GCF0052392
DHHU01000028.1_cluster_1	GCF0052393
DHIX01000076.1_cluster_1	GCF0052394
DHIZ01000249.1_cluster_1	GCF0052395
DHLZ01000246.1_cluster_1	GCF0052396
DHPY01000098.1_cluster_1	GCF0052397
DHRN01000073.1_cluster_2	GCF0052398
DHRP01000005.1_cluster_2	GCF0052399
DIDE01000086.1_cluster_1	GCF0052400
DIDQ01000170.1_cluster_1	GCF0052401
DIFF01000012.1_cluster_1	GCF0052402
DIFN01000010.1_cluster_1	GCF0052403
DIFX01000005.1_cluster_1	GCF0052404
DIHE01000031.1_cluster_1	GCF0052405
DIHE01000033.1_cluster_2	GCF0052406
DIHE01000036.1_cluster_2	GCF0052407
DIHE01000052.1_cluster_1	GCF0052408
DIHE01000055.1_cluster_1	GCF0052409
DIHE01000063.1_cluster_1	GCF0052410
DIHE01000084.1_cluster_1	GCF0052411
DIHE01000094.1_cluster_1	GCF0052412
DIHE01000095.1_cluster_1	GCF0052413
DIHE01000096.1_cluster_2	GCF0052414
DIHE01000101.1_cluster_1	GCF0052415
DIHE01000130.1_cluster_1	GCF0052416
